,단어,회귀계수,points
3741,중간,-0.14004093686598498,-0.021555429318585007
2599,쓸모,-0.13992394301307456,-0.021537390572275217
579,금붕어,-0.13954224747625907,-0.021478538685744897
3396,장갑,-0.13904355410967584,-0.021401647439731386
343,고흥,-0.1388054374119544,-0.021364933316762702
356,골프공,-0.1388054374119544,-0.021364933316762702
1148,련,-0.13856140072467238,-0.021327306417719072
2366,솔루션,-0.13853956082150454,-0.021323939023083605
123,개시,-0.13819961129736733,-0.02127152376303776
468,광양제철,-0.13810790852921875,-0.02125738453324577
3813,지천,-0.13782045442201254,-0.021213063301090185
1246,맹독,-0.13713100407053314,-0.021106760109305345
3801,지위,-0.13713100407053314,-0.021106760109305345
4819,협정,-0.13713100407053314,-0.021106760109305345
3250,이치,-0.1367962489301364,-0.02105514574749645
1583,배수,-0.136712008449768,-0.021042157093677627
811,녹색연합,-0.13657836065282625,-0.021021550552018042
2067,상기,-0.13631930764610772,-0.020981608355460257
892,단장,-0.13581438165170856,-0.020903756129111217
2345,소음,-0.13513142102190928,-0.0207984535577872
2074,상반기,-0.13410053216209072,-0.020639505526302337
2485,승용차,-0.13409703108495946,-0.020638965711255564
3879,찬성,-0.1337326047760082,-0.02058277648787099
2533,식수원,-0.13343522590135973,-0.020536925001282125
4855,홍수,-0.13341283650243405,-0.020533472882412696
1237,매연가스,-0.13340736666971342,-0.020532629513959066
4282,테러,-0.1323976345721746,-0.02037694354674524
3735,죽상,-0.13179831318025723,-0.020284536926415075
1028,동맥,-0.13179831318025723,-0.020284536926415075
3896,채널,-0.13151883958352065,-0.020241446172615363
4545,폴리염화비페닐,-0.13126879102708644,-0.020202892331003475
4366,특구,-0.13068472411374427,-0.020112837728854194
2648,암,-0.13057076366040904,-0.0200952666885309
3004,용량,-0.12929120722461623,-0.019897977742486028
2443,숱,-0.12920110213924269,-0.01988408485208326
28,가임,-0.12920110213924269,-0.01988408485208326
1346,무식,-0.12920110213924269,-0.01988408485208326
3987,촛,-0.12920110213924269,-0.01988408485208326
4834,호우,-0.12848095969745743,-0.01977304938747404
3403,장마철,-0.12848095969745743,-0.01977304938747404
2168,서버,-0.12784824657763796,-0.019675494249563608
3127,유실,-0.12631115342556545,-0.01943849689683874
2779,엘바,-0.12624032765061313,-0.01942757659500416
4612,피해자,-0.12574090531990664,-0.019350572953351297
2736,어획량,-0.1255915636226881,-0.019327546641091375
1798,부작용,-0.12528736599499518,-0.019280643802202846
3460,저공,-0.12500556466819412,-0.019237194146366154
4091,카렌스,-0.12500556466819412,-0.019237194146366154
3278,인외,-0.12500556466819412,-0.019237194146366154
4542,폴리에스터,-0.12479052321406371,-0.019204037889514636
1800,부전,-0.12437254932502288,-0.0191395924100215
1396,미나미,-0.12386628897907682,-0.019061534446119244
1269,메틸수은,-0.12386628897907682,-0.019061534446119244
4223,타시,-0.12386628897907682,-0.019061534446119244
667,김치,-0.12368776541320792,-0.019034008715194672
4184,콩나물,-0.12368776541320792,-0.019034008715194672
1056,두부,-0.12368776541320792,-0.019034008715194672
515,구토,-0.12368776541320792,-0.019034008715194672
3153,육식,-0.1236354537393626,-0.019025943017809244
3984,촉구,-0.12360788102288292,-0.01902169170694734
3222,이미,-0.12300207204765538,-0.018928284795861727
4960,후폭풍,-0.12268455774923345,-0.018879328720508015
4328,통상,-0.12240235119972359,-0.01883581658523814
2838,연료비,-0.12237653635555931,-0.018831836312656947
1504,발급,-0.12211038704089713,-0.018790799968880778
92,강원도,-0.12177739797366478,-0.018739457909803803
211,결실,-0.12167600297737947,-0.018723824279749057
708,나포,-0.12122273366697622,-0.01865393676090088
4740,핸드,-0.12093438423561088,-0.01860947748281394
3163,음식,-0.1205616559361541,-0.018552008213539084
173,건의문,-0.12042802884689995,-0.01853140486470306
1404,미생물,-0.12020082767742889,-0.01849637375703861
593,기간,-0.12018984652651833,-0.018494680623676985
3121,유명무실,-0.12000242155375192,-0.01846578242559438
1189,릭스,-0.11953891161409062,-0.01839431595102614
2118,색출,-0.1192747718774429,-0.018353589454879415
1234,매몰,-0.11899224033268403,-0.01831002721008068
553,균형,-0.11864636469600728,-0.018256698229885848
188,검시관,-0.11863446035648417,-0.01825486275430055
1326,몸살,-0.11859273451815687,-0.01824842923840697
741,남용,-0.1185544153113869,-0.018242520975429666
3097,위원장,-0.11775791240795733,-0.01811971184099559
1053,두기,-0.11753456274370118,-0.01808527457927911
3770,증정,-0.11723362875583875,-0.018038874946067374
2697,양봉장,-0.11655384815653629,-0.017934062689080044
4774,허용,-0.11652032196982685,-0.01792889343991233
471,광주,-0.11604796589207195,-0.01785606301982967
3853,집집,-0.11598511570792604,-0.017846372437810842
2218,선임,-0.11598511570792604,-0.017846372437810842
3239,이슈,-0.1158921415975666,-0.017832037185586458
4562,품목,-0.11570743359751251,-0.01780355790508159
4470,편식,-0.11557550512226922,-0.01778321645775982
2024,산소,-0.11544827570361672,-0.01776359953645046
1594,배출구,-0.1153074164513674,-0.017741881093527923
956,대책,-0.11514293395054734,-0.017716520290110505
4008,추가,-0.11495941062309847,-0.01768822366884848
3043,운항,-0.11483985959136257,-0.017669790642848238
2325,소래산,-0.11359060938530988,-0.017477174475554413
4661,한남정맥,-0.11359060938530988,-0.017477174475554413
276,계양산,-0.11359060938530988,-0.017477174475554413
434,과수원,-0.11359027742747081,-0.017477123292495733
495,구멍,-0.1129315961063212,-0.017375564236565166
3136,유지비,-0.11177147912472325,-0.017196691112890572
4726,해운,-0.11166183338950125,-0.01717978533919029
4751,행위,-0.11007920549858757,-0.016935767193647533
3831,진동,-0.10998755915230035,-0.016921636663284056
887,단속,-0.10994985674019152,-0.016915823501050253
